Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD09A1_061_Line_Y_500m,MOD09A1_061_Sample_X_500m,MOD09A1_061_sur_refl_b02,MOD09A1_061_sur_refl_b06,MOD09A1_061_sur_refl_qc_500m,MOD09A1_061_sur_refl_qc_500m_bitmask,MOD09A1_061_sur_refl_qc_500m_MODLAND,MOD09A1_061_sur_refl_qc_500m_MODLAND_Description,MOD09A1_061_sur_refl_qc_500m_band_1_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_1_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_2_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_2_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_3_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_3_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_4_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_4_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_5_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_5_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_6_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_6_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_7_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_7_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_atmospheric_correction_performed,MOD09A1_061_sur_refl_qc_500m_atmospheric_correction_performed_Description,MOD09A1_061_sur_refl_qc_500m_adjacency_correction_performed,MOD09A1_061_sur_refl_qc_500m_adjacency_correction_performed_Description
TFM,A Corua,43.337386,-8.40003,2014-04-07,h17v04,1599.0,933.0,0.5169,0.4141,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-04-15,h17v04,1599.0,933.0,0.2975,0.2441,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-04-23,h17v04,1599.0,933.0,0.3459,0.2525,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-05-01,h17v04,1599.0,933.0,0.3716,0.2438,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-05-09,h17v04,1599.0,933.0,0.2712,0.1792,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-05-17,h17v04,1599.0,933.0,0.2887,0.1921,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-05-25,h17v04,1599.0,933.0,0.244,0.1791,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-06-02,h17v04,1599.0,933.0,0.2745,0.243,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-06-10,h17v04,1599.0,933.0,0.2573,0.1965,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-06-18,h17v04,1599.0,933.0,0.2195,0.1822,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-06-26,h17v04,1599.0,933.0,0.3191,0.297,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-07-04,h17v04,1599.0,933.0,0.2237,0.1613,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-07-12,h17v04,1599.0,933.0,0.3153,0.2463,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-07-20,h17v04,1599.0,933.0,0.2423,0.2043,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-07-28,h17v04,1599.0,933.0,0.2288,0.2049,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-08-05,h17v04,1599.0,933.0,0.2698,0.2578,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-08-13,h17v04,1599.0,933.0,0.3006,0.2645,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-08-21,h17v04,1599.0,933.0,0.4249,0.3908,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-08-29,h17v04,1599.0,933.0,0.2168,0.2154,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-09-06,h17v04,1599.0,933.0,0.2295,0.2037,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-09-14,h17v04,1599.0,933.0,0.3266,0.3049,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-09-22,h17v04,1599.0,933.0,0.2875,0.2393,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-09-30,h17v04,1599.0,933.0,0.2676,0.2405,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-10-08,h17v04,1599.0,933.0,0.2234,0.1668,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-10-16,h17v04,1599.0,933.0,0.2168,0.1865,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-10-24,h17v04,1599.0,933.0,0.2619,0.2189,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-11-01,h17v04,1599.0,933.0,0.2396,0.192,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-11-09,h17v04,1599.0,933.0,0.1959,0.1298,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-11-17,h17v04,1599.0,933.0,0.2246,0.1718,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-11-25,h17v04,1599.0,933.0,0.2017,0.1813,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-12-03,h17v04,1599.0,933.0,0.2459,0.1692,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-12-11,h17v04,1599.0,933.0,0.3289,0.3346,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-12-19,h17v04,1599.0,933.0,0.2778,0.198,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2014-12-27,h17v04,1599.0,933.0,0.2647,0.2105,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-01-01,h17v04,1599.0,933.0,0.2006,0.161,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-01-09,h17v04,1599.0,933.0,0.1948,0.1194,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-01-17,h17v04,1599.0,933.0,0.149,0.1251,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-01-25,h17v04,1599.0,933.0,0.308,0.2198,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-02-02,h17v04,1599.0,933.0,0.1953,0.1705,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-02-10,h17v04,1599.0,933.0,0.2441,0.2031,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-02-18,h17v04,1599.0,933.0,0.194,0.1571,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-02-26,h17v04,1599.0,933.0,0.2452,0.1755,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-03-06,h17v04,1599.0,933.0,0.2083,0.1673,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-03-14,h17v04,1599.0,933.0,0.3781,0.3538,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-03-22,h17v04,1599.0,933.0,0.2999,0.2671,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-03-30,h17v04,1599.0,933.0,0.2877,0.2663,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-04-07,h17v04,1599.0,933.0,0.2263,0.1727,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-04-15,h17v04,1599.0,933.0,0.3253,0.2393,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-04-23,h17v04,1599.0,933.0,0.3557,0.2628,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-05-01,h17v04,1599.0,933.0,0.2642,0.1774,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-05-09,h17v04,1599.0,933.0,0.298,0.1835,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-05-17,h17v04,1599.0,933.0,0.3589,0.2286,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-05-25,h17v04,1599.0,933.0,0.3774,0.302,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-06-02,h17v04,1599.0,933.0,0.3748,0.235,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-06-10,h17v04,1599.0,933.0,0.3022,0.2196,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-06-18,h17v04,1599.0,933.0,0.2407,0.1987,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-06-26,h17v04,1599.0,933.0,0.2255,0.1874,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-07-04,h17v04,1599.0,933.0,0.2709,0.2452,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-07-12,h17v04,1599.0,933.0,0.1904,0.1634,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-07-20,h17v04,1599.0,933.0,0.238,0.2238,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,A Corua,43.337386,-8.40003,2015-07-28,h17v04,1599.0,933.0,0.2703,0.2524,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
